resume_id,unstructured_text,job_role,skills,education,experience_years
80,"Education Details
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. handled ad-hoc requests alongside planned work.

Additional Contributions
Completed BA Journalism from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Between Dec 2015 and Mar 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I tracked audience engagement and campaign effectiveness metrics. handled multiple responsibilities beyond core deliverables.

Experience Overview
Analyzed digital content performance across multiple platforms. Prepared reports on reach, impressions and engagement trends. Supported cross-functional teams during peak business periods.

Education Details
Contributed to documentation and internal knowledge sharing. Adapted to evolving business requirements and constraints.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BA Journalism,4.25
81,"Additional Contributions
Contributed to documentation and internal knowledge sharing. Handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Between Nov 2020 and Mar 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported sales forecasting and pipeline analysis. contributed to documentation and internal knowledge sharing.

Background
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. handled multiple responsibilities beyond core deliverables.

Education Details
Analyzed regional and product-level sales performance. Worked with crm-generated reports and dashboards. Handled ad-hoc requests alongside planned work.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",BCom,3.33
82,"Other Information
Supported media strategy with analytical insights. Tracked audience engagement and campaign effectiveness metrics. Supported cross-functional teams during peak business periods.

Background
Supported cross-functional teams during peak business periods. Handled ad-hoc requests alongside planned work.

Experience Overview
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. worked in fast-paced environments with changing priorities.

Background
Between Aug 2021 and Aug 2027, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I prepared reports on reach, impressions and engagement trends. collaborated with geographically distributed teams.

Background
Completed MA Media Studies from a recognized institution, along with ongoing self-driven learning and skill development.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",MA Media Studies,6.0
83,"Project Work
Between Dec 2020 and Nov 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with databases and messaging systems to support core workflows. adapted to evolving business requirements and constraints.

Additional Contributions
Adapted to evolving business requirements and constraints. Handled multiple responsibilities beyond core deliverables.

Other Information
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. supported cross-functional teams during peak business periods.

Experience Overview
Built and maintained rest apis used by multiple internal systems. Collaborated on system design and architectural discussions. Handled multiple responsibilities beyond core deliverables.

Experience Overview
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,3.92
84,"Project Work
Contributed to documentation and internal knowledge sharing. Participated in process improvement discussions.

Project Work
Built exploratory analyses and dashboards for senior stakeholders. Experimented with multiple classification and clustering techniques on unstructured datasets. Participated in process improvement discussions.

Professional Summary
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. handled multiple responsibilities beyond core deliverables.

Professional Summary
Between Jul 2013 and May 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. adapted to evolving business requirements and constraints.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,7.83
85,"Additional Contributions
Between Oct 2016 and Dec 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with compliance and audit teams on reporting needs. supported cross-functional teams during peak business periods.

Background
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Handled ad-hoc requests alongside planned work. Handled ad-hoc requests alongside planned work.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. collaborated with geographically distributed teams.

Additional Contributions
Reviewed revenue and cost trends across business units. Reviewed revenue and cost trends across business units. Handled multiple responsibilities beyond core deliverables.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,8.17
86,"Professional Summary
Completed MSc Analytics from a recognized institution, along with ongoing self-driven learning and skill development.

Additional Contributions
Between Apr 2016 and Dec 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. handled ad-hoc requests alongside planned work.

Key Responsibilities
Experimented with multiple classification and clustering techniques on unstructured datasets. Built exploratory analyses and dashboards for senior stakeholders. Collaborated with geographically distributed teams.

Education Details
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. collaborated with geographically distributed teams.

Operational Exposure
Contributed to documentation and internal knowledge sharing. Supported cross-functional teams during peak business periods.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MSc Analytics,5.67
87,"Additional Contributions
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Between Jul 2019 and Nov 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. collaborated with geographically distributed teams.

Professional Summary
Worked in fast-paced environments with changing priorities. Adapted to evolving business requirements and constraints.

Project Work
Collaborated on system design and architectural discussions. Designed and implemented backend services for enterprise applications. Handled multiple responsibilities beyond core deliverables.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. adapted to evolving business requirements and constraints.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",BTech CSE,5.33
88,"Operational Exposure
Between Apr 2019 and Nov 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. collaborated with geographically distributed teams.

Experience Overview
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. participated in process improvement discussions.

Additional Contributions
Adapted to evolving business requirements and constraints. Handled multiple responsibilities beyond core deliverables.

Additional Contributions
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Evaluated precision, recall and stability of analytical outputs over time. Performed feature engineering and model tuning across several iterations. Handled multiple responsibilities beyond core deliverables.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,3.58
89,"Professional Summary
Worked in fast-paced environments with changing priorities. Worked in fast-paced environments with changing priorities.

Experience Overview
Between Jul 2017 and Jun 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported media strategy with analytical insights. collaborated with geographically distributed teams.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. supported cross-functional teams during peak business periods.

Other Information
Prepared reports on reach, impressions and engagement trends. Tracked audience engagement and campaign effectiveness metrics. Supported cross-functional teams during peak business periods.

Operational Exposure
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,6.92
90,"Operational Exposure
Worked with seo and social media performance data. Supported media strategy with analytical insights. Worked in fast-paced environments with changing priorities.

Additional Contributions
Between Dec 2018 and Oct 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported media strategy with analytical insights. handled multiple responsibilities beyond core deliverables.

Project Work
Collaborated with geographically distributed teams. Worked in fast-paced environments with changing priorities.

Education Details
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. contributed to documentation and internal knowledge sharing.

Professional Summary
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,6.83
91,"Background
Contributed to documentation and internal knowledge sharing. Worked in fast-paced environments with changing priorities.

Other Information
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. worked in fast-paced environments with changing priorities.

Experience Overview
Handled production issues, debugging, and performance optimization. Worked with databases and messaging systems to support core workflows. Participated in process improvement discussions.

Education Details
Between Sep 2015 and Jun 2017, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built and maintained REST APIs used by multiple internal systems. participated in process improvement discussions.

Experience Overview
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,1.75
92,"Other Information
Between Nov 2018 and Jun 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with CRM-generated reports and dashboards. handled ad-hoc requests alongside planned work.

Additional Contributions
Supported cross-functional teams during peak business periods. Collaborated with geographically distributed teams.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. adapted to evolving business requirements and constraints.

Key Responsibilities
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Responded to ad-hoc sales data requests. Prepared summaries for leadership and planning meetings. Contributed to documentation and internal knowledge sharing.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,5.58
93,"Education Details
Handled ad-hoc requests alongside planned work. Adapted to evolving business requirements and constraints.

Project Work
Between Jun 2018 and May 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed regional and product-level sales performance. participated in process improvement discussions.

Additional Contributions
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Worked with crm-generated reports and dashboards. Supported sales forecasting and pipeline analysis. Adapted to evolving business requirements and constraints.

Professional Summary
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. handled multiple responsibilities beyond core deliverables.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",BCom,4.92
94,"Background
Between Apr 2022 and Sep 2029, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. contributed to documentation and internal knowledge sharing.

Operational Exposure
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Adapted to evolving business requirements and constraints. Supported cross-functional teams during peak business periods.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Designed and implemented backend services for enterprise applications. Collaborated on system design and architectural discussions. Contributed to documentation and internal knowledge sharing.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",BTech CSE,7.42
95,"Other Information
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. supported cross-functional teams during peak business periods.

Professional Summary
Worked on predictive coding and large-scale text analytics initiatives. Performed feature engineering and model tuning across several iterations. Contributed to documentation and internal knowledge sharing.

Operational Exposure
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Collaborated with geographically distributed teams. Contributed to documentation and internal knowledge sharing.

Project Work
Between Oct 2014 and Sep 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I evaluated precision, recall and stability of analytical outputs over time. adapted to evolving business requirements and constraints.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,5.92
96,"Other Information
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. adapted to evolving business requirements and constraints.

Additional Contributions
Between Mar 2016 and Jan 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built and maintained REST APIs used by multiple internal systems. collaborated with geographically distributed teams.

Key Responsibilities
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Collaborated on system design and architectural discussions. Handled production issues, debugging, and performance optimization. Supported cross-functional teams during peak business periods.

Professional Summary
Adapted to evolving business requirements and constraints. Handled multiple responsibilities beyond core deliverables.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,1.83
97,"Key Responsibilities
Between Jan 2021 and Jul 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported sales forecasting and pipeline analysis. participated in process improvement discussions.

Experience Overview
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.

Professional Summary
Handled ad-hoc requests alongside planned work. Adapted to evolving business requirements and constraints.

Operational Exposure
Responded to ad-hoc sales data requests. Worked with crm-generated reports and dashboards. Handled multiple responsibilities beyond core deliverables.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. supported cross-functional teams during peak business periods.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,3.5
98,"Project Work
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. participated in process improvement discussions.

Professional Summary
Between Aug 2015 and Jan 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I handled onboarding documentation and compliance requirements. handled ad-hoc requests alongside planned work.

Other Information
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Handled ad-hoc requests alongside planned work. Adapted to evolving business requirements and constraints.

Key Responsibilities
Managed hiring pipelines for technical and non-technical roles. Managed hiring pipelines for technical and non-technical roles. Collaborated with geographically distributed teams.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,6.42
99,"Education Details
Between Jun 2015 and Apr 2019, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I interacted with stakeholders across departments for hiring needs. handled ad-hoc requests alongside planned work.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. collaborated with geographically distributed teams.

Other Information
Completed BBA from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Collaborated with geographically distributed teams. Supported cross-functional teams during peak business periods.

Operational Exposure
Interacted with stakeholders across departments for hiring needs. Supported workforce planning and hr reporting activities. Contributed to documentation and internal knowledge sharing.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BBA,3.83
100,"Background
Experimented with multiple classification and clustering techniques on unstructured datasets. Performed feature engineering and model tuning across several iterations. Collaborated with geographically distributed teams.

Other Information
Supported cross-functional teams during peak business periods. Supported cross-functional teams during peak business periods.

Education Details
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. worked in fast-paced environments with changing priorities.

Additional Contributions
Between Sep 2018 and Apr 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. collaborated with geographically distributed teams.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,3.58
